"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","573","test6","","Thu Apr 24 20:50:12 GMT 2025","passed","Thu Apr 24 20:50:13 GMT 2025","","template spec6","",""
